SKU,Brand,Product Name,Category,ADL Price,MEL Price,Price Difference,ADL packaging,MEL packaging,ADL Specials,MEL Specials,Same Specials,ADL Suppliers,MEL Suppliers
4619289P,Coles,Sugar Snap Peas Prepacked,Fruit & Vegetables,2.5,3.5,1.0,150g,150g,,,True,"['933347 COSTAS (TASMANIA)', '942633 CARTER & SPENCER NORTH QLD', ""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '414760 ST GEORGE PROD PTY LTD', '939301 FRESH PRODUCE DC (WA)']","['933347 COSTAS (TASMANIA)', '942633 CARTER & SPENCER NORTH QLD', ""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', '414760 ST GEORGE PROD PTY LTD', '939301 FRESH PRODUCE DC (WA)']"
311007P,Victoria Bitter,Bottle 375mL,Liquor,20.0,18.0,2.0,6 Pack,6 Pack,,$pecials,False,['9393 CUB P/L'],['9393 CUB P/L']
5051042P,Sunraysia,Prune Juice Bottle,Drinks,2.45,2.3,0.15000000000000036,250mL,250mL,$pecials,$pecials,True,"['981588 SABRANDS AUSTRALIA MANAGEMENT PT', '635961 SUNRAYSIA']","['981588 SABRANDS AUSTRALIA MANAGEMENT PT', '635961 SUNRAYSIA']"
9125209P,Kirks,Pasito Multipack Cans 375 mL,Summer Entertaining,6.5,5.0,1.5,10 Pack,10 Pack,$pecials,$pecials,True,"['37079 LACTALIS AUSTRALIA P/L', '931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['37079 LACTALIS AUSTRALIA P/L', '931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
2531493P,Coles,Orange Fruit Drink,Drinks,1.1,1.0,0.10000000000000009,1L,1L,,,True,['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN'],['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']
7976023P,Vodka Cruiser,Mudshake Chocolate Bottle 270mL,Liquor,19.0,18.0,1.0,4 Pack,4 Pack,,,True,"['963979 MAX LIQUOR SUPPLIES', '737925 ASAHI PREMIUM BEVERAGES P/L']","['963979 MAX LIQUOR SUPPLIES', '737925 ASAHI PREMIUM BEVERAGES P/L']"
6526906P,Mother,Energy Drink Can,Drinks,2.85,2.75,0.10000000000000009,500mL,500mL,,,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
394041P,Maggi,Original Liquid Seasoning,Pantry,3.95,3.8,0.15000000000000036,200mL,200mL,,,True,['621994 NESTLE AUS'],['621994 NESTLE AUS']
7910003P,Coca-Cola,Classic Coke Mini Multipack Cans 200mL,Summer Entertaining,6.3,5.5,0.7999999999999998,8 pack,8 pack,$pecials,$pecials,True,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']","['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']"
7351976P,Schweppes,Mixers Tonic Water Multipack Bottles 300mL,Summer Entertaining,5.7,5.25,0.4500000000000002,4 pack,4 pack,,,True,"['44059 ASAHI BEVERAGES PTY LTD', '957787 SCHWEPPES AUST P/L (LIQUOR)']","['44059 ASAHI BEVERAGES PTY LTD', '957787 SCHWEPPES AUST P/L (LIQUOR)']"
5245763P,MasterFoods,Moroccan Seasoning,Pantry,6.6,6.7,0.10000000000000053,160g,160g,,,True,['30791 MARS AUST GROCERY ACCOUNT'],['30791 MARS AUST GROCERY ACCOUNT']
89487P,Strongbow,Classic Apple Cider Bottle 355mL,Liquor,54.0,51.0,3.0,24 Pack,24 Pack,,,True,['9393 CUB P/L'],['9393 CUB P/L']
7910342P,Coca-Cola,Classic Coke Multipack 300mL,Drinks,15.3,14.0,1.3000000000000007,12 pack,12 pack,,,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
7228801P,Nyal,Antiviral Cold Sore Cream,Health & Beauty,8.4,8.6,0.1999999999999993,5g,5g,,,True,"['967228 INOVA PHARMACEUTICALS', '936219 VALEANT PHARMACEUTICALS A/ASIA', '974294 INOVA PHARMACEUTICALS PTY LTD']","['967228 INOVA PHARMACEUTICALS', '936219 VALEANT PHARMACEUTICALS A/ASIA', '974294 INOVA PHARMACEUTICALS PTY LTD']"
3530281P,Pepsi Max,Creaming Soda,Drinks,2.3,2.2,0.09999999999999964,1.25L,1.25L,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
7388750P,Rockstar,Punched Tropical Guava Flavour Energy Drink,Drinks,2.7,2.6,0.10000000000000009,500mL,500mL,,,True,['935273 FRUCOR BEVERAGES (AUST) P/L'],['935273 FRUCOR BEVERAGES (AUST) P/L']
7214862P,Coles,Green Capsicum Loose,Summer Entertaining,1.725,1.475,0.25,Approx. 250g each,Approx. 250g each,,,True,"['97446 CARTER & SPENCER GROUP P/L', '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)', '942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', ""635235 COSTA'S P/L (VIC DC)""]","['97446 CARTER & SPENCER GROUP P/L', '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)', '942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', ""635235 COSTA'S P/L (VIC DC)""]"
8870334P,Kan Tong Udon Wok,Ready Noodles,International Foods,2.99,3.0,0.009999999999999787,440g,440g,$pecials,,False,['30791 MARS AUST GROCERY ACCOUNT'],['30791 MARS AUST GROCERY ACCOUNT']
4355937P,MasterFoods,Whole Cumin Seeds,Pantry,3.3,3.0,0.2999999999999998,28g,28g,,,True,['30791 MARS AUST'],['30791 MARS AUST']
5399086P,Kirks,Pasito Flavour Drink,Summer Entertaining,1.0,0.85,0.15000000000000002,1.25L,1.25L,$pecials,$pecials,True,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC', '722642 COCA-COLA AMATIL (AUST) P/L', '37079 LACTALIS AUSTRALIA P/L']","['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC', '722642 COCA-COLA AMATIL (AUST) P/L', '37079 LACTALIS AUSTRALIA P/L']"
4978690P,Frantelle,Natural Spring Water 600ml,Back to School,15.0,13.0,2.0,24 pack,24 pack,,,True,"['44059 ASAHI BEVERAGES PTY LTD', '962756 MOUNTAIN H20', '646385 ASAHI BEVERAGES AUST P/L']","['44059 ASAHI BEVERAGES PTY LTD', '962756 MOUNTAIN H20', '646385 ASAHI BEVERAGES AUST P/L']"
2903317P,Brite Blonde,Ultra Low Carb Bottle 330mL,Liquor,38.0,36.0,2.0,24 Pack,24 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
2903339P,Brite Blonde,Ultra Low Carb Bottle 330mL,Liquor,13.0,12.0,1.0,6 pack,6 pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3530179P,Schweppes,Signature Series Dry Ginger Mixers Bottle 300mL,Drinks,6.5,6.0,0.5,4 pack,4 pack,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
3813989P,V,Sugar Free Blue Energy Drink 275mL,Drinks,9.5,9.35,0.15000000000000036,4 pack,4 pack,,,True,['935273 FRUCOR BEVERAGES (AUST) P/L'],['935273 FRUCOR BEVERAGES (AUST) P/L']
2824469P,Jack Daniels,American Serve & Cola 250mL,Liquor,25.0,23.0,2.0,4 Pack,4 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
9855562P,Mountain Dew,Caffeinated Citrus,Summer Entertaining,2.3,2.2,0.09999999999999964,1.25L,1.25L,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
2785094P,Monster,Green Energy Drink Cans 500mL,Drinks,8.9,8.0,0.9000000000000004,4 pack,4 pack,$pecials,$pecials,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
2383352P,V,Energy Drink Original Sugar Free 4 x 275ml cans,Drinks,9.5,9.35,0.15000000000000036,4 pack,4 pack,,,True,['935273 FRUCOR BEVERAGES (AUST) P/L'],['935273 FRUCOR BEVERAGES (AUST) P/L']
3277180P,Coles,Orange & Passionfruit Flavoured Lightly Sparkling Mineral Water,Drinks,1.6,1.5,0.10000000000000009,1.25L,1.25L,,,True,"['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '44059 ASAHI BEVERAGES PTY LTD']","['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '44059 ASAHI BEVERAGES PTY LTD']"
6891231P,Kleenex,2 Ply Softpack White Facial Tissues,Household,1.45,1.5,0.050000000000000044,60 pack,60 pack,,,True,"['25208 KIMBERLY CLARK-AUST P/L', '965991 KIMBERLY- CLARK AUST P/L (FAMILY']","['25208 KIMBERLY CLARK-AUST P/L', '965991 KIMBERLY- CLARK AUST P/L (FAMILY']"
2273285P,Solo,Lemon Mini Multipack Cans 200mL,Summer Entertaining,6.0,5.3,0.7000000000000002,6 pack,6 pack,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
324385P,Mount Franklin,Lightly Sparkling Water,Drinks,1.4,1.25,0.1499999999999999,1.25L,1.25L,$pecials,$pecials,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
8631708P,Sandhurst,Pitted Green Olives,Pantry,3.25,3.75,0.5,350g,350g,,,True,['675334 SANDHURST FINE FOODS CO'],['675334 SANDHURST FINE FOODS CO']
221462P,Nifti,All Purpose Cleaner Trigger Spray,Household,4.0,4.4,0.40000000000000036,500mL,500mL,,,True,['51977 COLGATE PALMOLIVE P/L'],['51977 COLGATE PALMOLIVE P/L']
3812910P,Absolut,Lime & Soda Can 250mL,Liquor,23.0,22.0,1.0,4 Pack,4 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
9125082P,Kirks,Creaming Soda Multipack cans 375mL,Summer Entertaining,6.5,5.0,1.5,10 pack,10 pack,$pecials,$pecials,True,"['37079 LACTALIS AUSTRALIA P/L', '931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']","['37079 LACTALIS AUSTRALIA P/L', '931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']"
3047769P,Waterford's,Lemon Lime Bitters Lite & Fruity Sparkling Mineral Water,Summer Entertaining,1.95,1.8,0.1499999999999999,1L,1L,,,True,['965175 TRU BLU BEVERAGES P/L'],['965175 TRU BLU BEVERAGES P/L']
5191256P,Coles,Strawberries Prepacked,Back to School,3.2,3.5,0.2999999999999998,250g,250g,,,True,"['939312 FRESH PRODUCE DC (NSW)', '97446 CARTER & SPENCER GROUP P/L', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', '933347 COSTAS (TASMANIA)', '959331 SUNRAY STRAWBERRIES', '939301 FRESH PRODUCE DC (WA)']","['939312 FRESH PRODUCE DC (NSW)', '97446 CARTER & SPENCER GROUP P/L', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', '933347 COSTAS (TASMANIA)', '959331 SUNRAY STRAWBERRIES', '939301 FRESH PRODUCE DC (WA)']"
408419P,Coles,Spring Onions,Fruit & Vegetables,2.5,1.8,0.7,1 bunch,1 bunch,,,True,"[""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & S', '939301 FRESH PROD', '939312 FRESH PROD', '414760 ST GEORGE', '942633 CARTER & S', '933347 COSTAS (TA']","[""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & S', '939301 FRESH PROD', '939312 FRESH PROD', '414760 ST GEORGE', '942633 CARTER & S', '933347 COSTAS (TA']"
2033714P,Mount Franklin,Mango Flavoured Lightly Sparkling Water,Drinks,1.4,1.25,0.1499999999999999,1.25L,1.25L,$pecials,$pecials,True,['931859 COCA COLA AMATIL AUST P/L (GHPL)'],['931859 COCA COLA AMATIL AUST P/L (GHPL)']
3207774P,Coopers,Pacific Ale Can 375mL,Liquor,58.0,63.0,5.0,24 Pack,24 Pack,,,True,"['79413 COOPERS BREWERY LTD', '963979 MAX LIQUOR SUPPLIES']","['79413 COOPERS BREWERY LTD', '963979 MAX LIQUOR SUPPLIES']"
539470P,Smirnoff,Ice Red Bottles 300mL,Liquor,105.0,100.0,5.0,24 Pack,24 Pack,,,True,"['805291 LIQUOR CONNECTION', '47651 DIAGEO AUST LTD', '963979 MAX LIQUOR SUPPLIES']","['805291 LIQUOR CONNECTION', '47651 DIAGEO AUST LTD', '963979 MAX LIQUOR SUPPLIES']"
5179148P,Coles,Orange Flavour Drink,Summer Entertaining,1.0,0.75,0.25,1.25L,1.25L,,,True,"['44059 ASAHI BEVERAGES PTY LTD', '733709 CARLTON & UNITED BREWERIES', '933172 P & N BEVE', '806063 P & N BEVE', '965174 TRU BLU BE']","['44059 ASAHI BEVERAGES PTY LTD', '733709 CARLTON & UNITED BREWERIES', '933172 P & N BEVE', '806063 P & N BEVE', '965174 TRU BLU BE']"
5469080P,Edens,Sesame Bar,Back to School,0.88,0.9,0.020000000000000018,45g,45g,,,True,['920447 SENTOSA HEALTH FOODS P/L'],['920447 SENTOSA HEALTH FOODS P/L']
4874490P,Coles,Natural Spring Water,Back to School,0.8,0.7,0.10000000000000009,1.5L,1.5L,,,True,"['945647 THE WATERBOYS P/L (PRIVATE LABEL', '44059 ASAHI BEVERAGES PTY LTD', '954322 AUSSIE NATURAL SPRING WATER', '943321 MOUNTAIN H2O P/L HOUSEBRAND']","['945647 THE WATERBOYS P/L (PRIVATE LABEL', '44059 ASAHI BEVERAGES PTY LTD', '954322 AUSSIE NATURAL SPRING WATER', '943321 MOUNTAIN H2O P/L HOUSEBRAND']"
3741141P,Red Bull,Energy Drink Watermelon,Drinks,3.0,2.85,0.1499999999999999,250mL,250mL,,,True,['935067 RED BULL AUST P/L'],['935067 RED BULL AUST P/L']
9602443P,Frantelle,The Perfect Traveller Spring Water 600ml,Back to School,5.5,4.0,1.5,12 pack,12 pack,$pecials,$pecials,True,"['646385 ASAHI BEVERAGES AUST P/L', '44059 ASAHI BEVERAGES PTY LTD']","['646385 ASAHI BEVERAGES AUST P/L', '44059 ASAHI BEVERAGES PTY LTD']"
3369222P,Coopers,Dry Bottle 355mL,Liquor,50.0,46.0,4.0,24 Pack,24 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
7973852P,Great Northern,Original Lager Bottle 330mL,Liquor,20.0,19.0,1.0,6 Pack,6 Pack,,,True,['9393 CUB P/L'],['9393 CUB P/L']
2481238P,Bundaberg,Guava Flavoured Sparkling Drink Multipack Bottles 375mL,Summer Entertaining,6.1,5.7,0.39999999999999947,4 pack,4 pack,,,True,['427551 BUNDABERG BREWED DRINKS'],['427551 BUNDABERG BREWED DRINKS']
1576510P,Carlton,Dry Can 375mL,Liquor,47.0,46.0,1.0,24 Pack,24 Pack,$pecials,$pecials,True,['9393 CUB P/L'],['9393 CUB P/L']
2778270P,Cascade,"Mini Mixers Lemon, Lime & Bitters Multipack Cans 200mL",Summer Entertaining,4.4,4.0,0.40000000000000036,4 pack,4 pack,,,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
7351932P,Schweppes,Lemon Lime & Bitters Classic Mixers Multipack Bottles 300mL,Summer Entertaining,5.7,5.25,0.4500000000000002,4 pack,4 pack,,,True,"['957787 SCHWEPPES AUST P/L (LIQUOR)', '44059 ASAHI BEVERAGES PTY LTD']","['957787 SCHWEPPES AUST P/L (LIQUOR)', '44059 ASAHI BEVERAGES PTY LTD']"
2903292P,Maxx Dry,Bottle 330mL,Liquor,14.0,13.0,1.0,6 pack,6 pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
9880708P,Maximus,Red Sports Drink,Drinks,1.95,1.8,0.1499999999999999,1L,1L,$pecials,$pecials,True,['935273 FRUCOR BEVERAGES (AUST) P/L'],['935273 FRUCOR BEVERAGES (AUST) P/L']
5885903P,Smirnoff,Ice Double Black Can 375mL,Liquor,52.0,51.0,1.0,10 Pack,10 Pack,,,True,"['963979 MAX LIQUOR SUPPLIES', '47651 DIAGEO AUST LTD']","['963979 MAX LIQUOR SUPPLIES', '47651 DIAGEO AUST LTD']"
3270227P,Schweppes,Sarsaparilla,Summer Entertaining,1.7,1.6,0.09999999999999987,1.1L,1.1L,$pecials,$pecials,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
6344308P,Lipton,Peach Ice Tea,Drinks,3.95,3.8,0.15000000000000036,1.5L,1.5L,,,True,"['44059 ASAHI BEVERAGES PTY LTD', '421901 UNILEVER A/ASIA FOODS']","['44059 ASAHI BEVERAGES PTY LTD', '421901 UNILEVER A/ASIA FOODS']"
317029P,MasterFoods,Italian Herbs,Pantry,2.45,2.35,0.10000000000000009,10g,10g,,,True,['30791 MARS AUST'],['30791 MARS AUST']
2791439P,Coles,Kitchen Garden Salad Bowl,Fruit & Vegetables,5.5,5.0,0.5,240g,240g,,,True,"['942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', '933347 COSTAS (TASMANIA)', '959032 CHILLED FOODS MCK P/L (F & V DIV', '939312 FRESH PRODUCE DC (NSW)', '97446 CARTER & SPENCER GROUP P/L', '939301 FRESH PRODUCE DC (WA)', '756806 SALADFRESH', ""635235 COSTA'S P/L (VIC DC)""]","['942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', '933347 COSTAS (TASMANIA)', '959032 CHILLED FOODS MCK P/L (F & V DIV', '939312 FRESH PRODUCE DC (NSW)', '97446 CARTER & SPENCER GROUP P/L', '939301 FRESH PRODUCE DC (WA)', '756806 SALADFRESH', ""635235 COSTA'S P/L (VIC DC)""]"
8970361P,Bird In Hand,Pinot Rose 750mL,Liquor,26.0,27.0,1.0,1 Each,1 Each,$pecials,,False,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3277113P,Nexba,Watermelon Cucumber & Mint Flavoured Sparkling Water,Drinks,1.9,1.75,0.1499999999999999,1L,1L,$pecials,$pecials,True,['971978 NEXBA'],['971978 NEXBA']
2743866P,Coles,Kestrel Potatoes Prepacked,Fruit & Vegetables,7.0,4.0,3.0,2kg,2kg,,,True,"[""635235 COSTA'S P/L (VIC DC)"", '414760 ST GEORGE PROD PTY LTD', '942633 CARTER & SPENCER NORTH QLD', '97446 CARTER & SPENCER GROUP P/L', '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)']","[""635235 COSTA'S P/L (VIC DC)"", '414760 ST GEORGE PROD PTY LTD', '942633 CARTER & SPENCER NORTH QLD', '97446 CARTER & SPENCER GROUP P/L', '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)']"
3505819P,Coles,Kitchen Roasting Vegetables With Garlic And Rosemary,Fruit & Vegetables,4.0,4.5,0.5,500g,500g,,,True,"[""635235 COSTA'S P/L (VIC DC)""]","[""635235 COSTA'S P/L (VIC DC)""]"
6344476P,Lipton,Light Peach Ice Tea,Drinks,3.95,3.8,0.15000000000000036,1.5L,1.5L,,,True,"['421901 UNILEVER A/ASIA FOODS', '44059 ASAHI BEVERAGES PTY LTD']","['421901 UNILEVER A/ASIA FOODS', '44059 ASAHI BEVERAGES PTY LTD']"
2535574P,Coles,Apple Fruit Drink Multipack 250mL,Back to School,2.65,2.0,0.6499999999999999,6 Pack,6 Pack,,,True,"['971982 HARVEY FRESH (1994) LTD (COLESBR', '619256 HARVEY FRESH', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']","['971982 HARVEY FRESH (1994) LTD (COLESBR', '619256 HARVEY FRESH', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']"
5396984P,Hahn,Super Dry Bottle 330mL,Liquor,48.0,46.0,2.0,24 Pack,24 Pack,$pecials,$pecials,True,"['169871 CASTLEMAINE PERKINS LTD', '975969 LION-BEER SPIRITS & WINE PTY LTD', '42196 THE SWAN BREWERY CO P/L', '254762 THE SOUTH AUST BREWING CO P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '729248 AUSTRALIAN LIQUOR MARKETERS P/L', '47082 TOOHEYS P/L']","['169871 CASTLEMAINE PERKINS LTD', '975969 LION-BEER SPIRITS & WINE PTY LTD', '42196 THE SWAN BREWERY CO P/L', '254762 THE SOUTH AUST BREWING CO P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '729248 AUSTRALIAN LIQUOR MARKETERS P/L', '47082 TOOHEYS P/L']"
2351902P,Hammer N Tongs,Draught Block Can 330mL,Liquor,36.0,33.0,3.0,30 Pack,30 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3813763P,Coles,Soft Drink Diet Lime,Summer Entertaining,1.0,0.75,0.25,1.25L,1.25L,,,True,['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN'],['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']
9755579P,MasterFoods,Whole Fennel Seeds,Pantry,3.3,3.1,0.19999999999999973,26g,26g,,,True,['30791 MARS AUST GROCERY ACCOUNT'],['30791 MARS AUST GROCERY ACCOUNT']
3812793P,H2coco,Pure+ Prebiotic Coconut Water,Drinks,5.15,5.0,0.15000000000000036,750mL,750mL,,,True,['966232 H2COCO P/L'],['966232 H2COCO P/L']
9485099P,Always Fresh,Dolmades Greek Style,Pantry,4.45,4.0,0.4500000000000002,280g,280g,,,True,['633534 RIVIANA FOODS P/L'],['633534 RIVIANA FOODS P/L']
3542859P,Feral,Biggie Juice Can 375mL,Liquor,23.5,22.5,1.0,4 Pack,4 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3752669P,Mountain Dew,No Sugar Soft Drink 375mL,Drinks,7.5,6.0,1.5,10 pack,10 pack,$pecials,$pecials,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
2007543P,Pepsi,Max Multipack Mini Cans 200mL,Summer Entertaining,6.0,5.3,0.7000000000000002,6 pack,6 pack,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
6344294P,Lipton,Lemon Ice Tea,Drinks,3.95,3.8,0.15000000000000036,1.5L,1.5L,,,True,"['421901 UNILEVER A/ASIA FOODS', '44059 ASAHI BEVERAGES PTY LTD']","['421901 UNILEVER A/ASIA FOODS', '44059 ASAHI BEVERAGES PTY LTD']"
2535665P,Coles,Orange Juice Multipack 250mL,Back to School,2.9,2.3,0.6000000000000001,6 pack,6 pack,,,True,"['619256 HARVEY FRESH', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '971982 HARVEY FRESH (1994) LTD (COLESBR']","['619256 HARVEY FRESH', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '971982 HARVEY FRESH (1994) LTD (COLESBR']"
1726034P,Powerade,Blackcurrant Sports Drink,Drinks,3.65,3.5,0.1499999999999999,600mL,600mL,,,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
6119709P,Miller,Chill Premium Bottle 330mL,Liquor,18.0,17.0,1.0,6 Pack,6 Pack,$pecials,$pecials,True,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '963979 MAX LIQUOR SUPPLIES', '9393 CUB P/L', '722642 COCA-COLA AMATIL (AUST) P/L']","['931859 COCA COLA AMATIL AUST P/L (GHPL)', '963979 MAX LIQUOR SUPPLIES', '9393 CUB P/L', '722642 COCA-COLA AMATIL (AUST) P/L']"
21845P,Stella Artois,Bottle 330mL,Liquor,50.0,47.0,3.0,24 Pack,24 Pack,$pecials,$pecials,True,"['9393 CUB P/L', '47082 TOOHEYS P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '975969 LION-BEER SPIRITS & WINE PTY LTD']","['9393 CUB P/L', '47082 TOOHEYS P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '975969 LION-BEER SPIRITS & WINE PTY LTD']"
7519906P,Colgate,Savacol Original Mouthwash,Health & Beauty,9.7,10.0,0.3000000000000007,300mL,300mL,,,True,['51977 COLGATE PA'],['51977 COLGATE PA']
2976128P,Furphy,Refreshing Ale Can 375mL,Liquor,19.0,18.0,1.0,6 Pack,6 Pack,$pecials,$pecials,True,"['47082 TOOHEYS P/L', '254762 THE SOUTH AUST BREWING CO P/L', '169871 CASTLEMAINE PERKINS LTD', '42196 THE SWAN BREWERY CO P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '975969 LION-BEER SPIRITS & WINE PTY LTD']","['47082 TOOHEYS P/L', '254762 THE SOUTH AUST BREWING CO P/L', '169871 CASTLEMAINE PERKINS LTD', '42196 THE SWAN BREWERY CO P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '975969 LION-BEER SPIRITS & WINE PTY LTD']"
3426122P,Goat Lager,Can 375mL,Liquor,21.5,20.5,1.0,6 Pack,6 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
4438740P,Coles,Granny Smith Apples Prepacked,Back to School,5.5,5.9,0.40000000000000036,1kg,1kg,,,True,"['414760 ST GEORGE PROD PTY LTD', '942633 CARTER & SPENCER NORTH QLD', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)', '939301 FRESH PRODUCE DC (WA)', '97446 CARTER & SPENCER GROUP P/L', ""635235 COSTA'S P/L (VIC DC)""]","['414760 ST GEORGE PROD PTY LTD', '942633 CARTER & SPENCER NORTH QLD', '939312 FRESH PRODUCE DC (NSW)', '933347 COSTAS (TASMANIA)', '939301 FRESH PRODUCE DC (WA)', '97446 CARTER & SPENCER GROUP P/L', ""635235 COSTA'S P/L (VIC DC)""]"
3041310P,Great Northern,Original Lager Bottle 700mL,Liquor,19.0,18.0,1.0,3 Pack,3 Pack,,,True,['9393 CUB P/L'],['9393 CUB P/L']
