SKU,Brand,Product Name,Category,ADL Price,MEL Price,Price Difference,ADL packaging,MEL packaging,ADL Specials,MEL Specials,Same Specials,ADL Suppliers,MEL Suppliers
2894103P,Orchard Thieves,Crisp Apple Cider Bottle 330mL,Liquor,20.0,18.0,2.0,6 pack,6 pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
248866P,Clive of India,Hot Madras Curry Powder,Pantry,2.1,2.55,0.44999999999999973,50g,50g,,,True,['50032 WARD MCKEN'],['50032 WARD MCKEN']
9323257P,Coles,Brussels Sprouts Prepacked,Fruit & Vegetables,5.5,5.9,0.40000000000000036,400g,400g,,,True,"[""635235 COSTA'S P/L (VIC DC)"", '933347 COSTAS (TASMANIA)', '939301 FRESH PRODUCE DC (WA)', '97446 CARTER & SPENCER GROUP P/L', '942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', '939312 FRESH PRODUCE DC (NSW)']","[""635235 COSTA'S P/L (VIC DC)"", '933347 COSTAS (TASMANIA)', '939301 FRESH PRODUCE DC (WA)', '97446 CARTER & SPENCER GROUP P/L', '942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', '939312 FRESH PRODUCE DC (NSW)']"
3812738P,Pepsi,Max Mango Soft Drink,Drinks,2.3,2.2,0.09999999999999964,1.25L,1.25L,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
9336237P,Radox,Muscle Soak Bath Foam,Health & Beauty,6.5,6.3,0.20000000000000018,500mL,500mL,,,True,"['633399 SARALEE HOUSEHOLD & BODYCARE (AU', '26867 UNILEVER A/ASIA HOME &PERSONAL C']","['633399 SARALEE HOUSEHOLD & BODYCARE (AU', '26867 UNILEVER A/ASIA HOME &PERSONAL C']"
8133824P,Yakult,Gluten Free Fermented Milk Drink 10 pack,"Dairy, Eggs & Meals",9.5,7.7,1.7999999999999998,65mL,65mL,,,True,['720632 YAKULT AUST P/L'],['720632 YAKULT AUST P/L']
1065293P,Jack Daniels,Gentleman Jack & Cola Bottle 330mL,Liquor,25.0,23.0,2.0,4 Pack,4 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
1726001P,Powerade,Sipper Sports Drink Berry Ice,Drinks,3.65,3.5,0.1499999999999999,600mL,600mL,,,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
539937P,Kirin,Megumi Bottle 330mL,Liquor,18.5,17.5,1.0,6 Pack,6 Pack,,,True,"['975969 LION-BEER SPIRITS & WINE PTY LTD', '169871 CASTLEMAINE PERKINS LTD', '47082 TOOHEYS P/L', '729248 AUSTRALIAN LIQUOR MARKETERS P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '254762 THE SOUTH AUST BREWING CO P/L', '42196 THE SWAN BREWERY CO P/L']","['975969 LION-BEER SPIRITS & WINE PTY LTD', '169871 CASTLEMAINE PERKINS LTD', '47082 TOOHEYS P/L', '729248 AUSTRALIAN LIQUOR MARKETERS P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '254762 THE SOUTH AUST BREWING CO P/L', '42196 THE SWAN BREWERY CO P/L']"
3479424P,Hahn,Ultra Crisp Bottle 330mL,Liquor,20.0,19.0,1.0,6 Pack,6 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
2405182P,Carlton,Dry Can 375mL,Liquor,19.0,18.0,1.0,6 pack,6 pack,$pecials,$pecials,True,['9393 CUB P/L'],['9393 CUB P/L']
2538313P,Mercury,Hard Cider Can 375mL,Liquor,18.5,17.5,1.0,6 Pack,6 Pack,,,True,"['9393 CUB P/L', '963979 MAX LIQUOR SUPPLIES']","['9393 CUB P/L', '963979 MAX LIQUOR SUPPLIES']"
9713987P,Listerine,Teeth Defence with Fluoride Mouthwash,Health & Beauty,8.5,9.39,0.8900000000000006,1L,1L,,,True,"['952478 PFIZER AUST P/L', '24058 JOHNSON & JOHNSON PACIFIC P/L', '612359 PFIZER CONSUMER HEALTHCARE']","['952478 PFIZER AUST P/L', '24058 JOHNSON & JOHNSON PACIFIC P/L', '612359 PFIZER CONSUMER HEALTHCARE']"
9615900P,Red Bull,Sugar Free Energy Drink Multipack 250mL,Drinks,10.85,10.2,0.6500000000000004,4 pack,4 pack,,,True,"['44059 ASAHI BEVERAGES PTY LTD', '935067 RED BULL AUST P/L']","['44059 ASAHI BEVERAGES PTY LTD', '935067 RED BULL AUST P/L']"
9442391P,Lowan,Instant Dried Yeast,Pantry,4.4,4.3,0.10000000000000053,280g,280g,,,True,"['63428 GREENS GENERAL FOODS P/L', '162281 LOWAN WHOLE FOODS']","['63428 GREENS GENERAL FOODS P/L', '162281 LOWAN WHOLE FOODS']"
2481250P,Bundaberg,Lemon Lime & Bitters Multipack Bottles 375mL,Summer Entertaining,6.1,5.7,0.39999999999999947,4 pack,4 pack,,,True,['427551 BUNDABERG BREWED DRINKS'],['427551 BUNDABERG BREWED DRINKS']
123011P,Coca-Cola,Classic Coke,Summer Entertaining,1.55,1.5,0.050000000000000044,1.25L,1.25L,$pecials,$pecials,True,"['800144 PARMALAT A', '800825 DELETED LI', '931859 COCA COLA', '931858 COCA COLA', '37079 LACTALIS AUSTRALIA P/L', '10383 COCA-COLA AMATIL (AUST) P/L', '722642 COCA-COLA']","['800144 PARMALAT A', '800825 DELETED LI', '931859 COCA COLA', '931858 COCA COLA', '37079 LACTALIS AUSTRALIA P/L', '10383 COCA-COLA AMATIL (AUST) P/L', '722642 COCA-COLA']"
1263016P,Somersby,Pear Cider Can 375mL,Liquor,72.0,66.0,6.0,30 Pack,30 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
5325873P,Fanta,Orange Multipack Cans 375mL,Drinks,31.3,28.2,3.1000000000000014,24 Pack,24 Pack,,,True,"['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']","['931858 COCA COLA AMATIL AUST P/L (DIREC', '931859 COCA COLA AMATIL AUST P/L (GHPL)']"
3813515P,Que,Cola Soft Drink 200mL,Drinks,4.5,3.8,0.7000000000000002,6 pack,6 pack,,,True,"['965175 TRU BLU BEVERAGES P/L', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']","['965175 TRU BLU BEVERAGES P/L', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']"
3327550P,Tinnies,Tropical XPA Can 375mL,Liquor,25.0,23.0,2.0,6 Pack,6 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
2531482P,Coles,Apple Fruit Drink,Drinks,1.1,1.0,0.10000000000000009,1L,1L,,,True,['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN'],['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']
5161084P,Mount Franklin,Pure Spring Water,Back to School,2.15,2.0,0.1499999999999999,1.5L,1.5L,$pecials,$pecials,True,"['37079 LACTALIS AUSTRALIA P/L', '722642 COCA-COLA AMATIL (AUST) P/L', '931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC', '920367 PARMALAT AUST LTD']","['37079 LACTALIS AUSTRALIA P/L', '722642 COCA-COLA AMATIL (AUST) P/L', '931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC', '920367 PARMALAT AUST LTD']"
473613P,Carlton,Dry Bottle 330mL,Liquor,19.0,18.0,1.0,6 Pack,6 Pack,$pecials,$pecials,True,['9393 CUB P/L'],['9393 CUB P/L']
1824689P,Total Care,Reflective Adjustable Dog Collar Small,Pet,10.0,9.95,0.05000000000000071,1 each,1 each,,,True,"['969805 NESTLE PURINA PETCARE', '953231 NESTLE PURINA PETCARE']","['969805 NESTLE PURINA PETCARE', '953231 NESTLE PURINA PETCARE']"
3709761P,Lipton,Peach & Nectarine Ice Tea,Drinks,1.9,1.75,0.1499999999999999,500mL,500mL,$pecials,$pecials,True,"['44059 ASAHI BEVERAGES PTY LTD', '421901 UNILEVER A/ASIA FOODS']","['44059 ASAHI BEVERAGES PTY LTD', '421901 UNILEVER A/ASIA FOODS']"
2481271P,Bundaberg,Burgundee Creaming Soda Multipack Bottles 375mL,Drinks,6.1,5.7,0.39999999999999947,4 pack,4 pack,,,True,['427551 BUNDABERG BREWED DRINKS'],['427551 BUNDABERG BREWED DRINKS']
3720221P,Brookvale,Union Vodka Peach Iced Tea Can 330mL,Liquor,28.0,27.5,0.5,6 Pack,6 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3014850P,Schweppes,Agrum Blood Orange Mixers,Drinks,1.7,1.6,0.09999999999999987,1.1L,1.1L,$pecials,$pecials,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
3375407P,Jack Daniels,Double Jack Dry Can 375mL,Liquor,25.0,23.0,2.0,4 Pack,4 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3278706P,Praga,Premium Pils Can 500mL,Liquor,19.0,18.0,1.0,4 Pack,4 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
1333520P,Mount Franklin,Lime Flavoured Lightly Sparkling Water 450mL,Drinks,4.6,4.0,0.5999999999999996,4 pack,4 pack,$pecials,$pecials,True,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']","['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']"
7364661P,Schweppes,Tonic Water Mixers Multipack Bottles 300mL,Summer Entertaining,5.7,5.25,0.4500000000000002,4 pack,4 pack,,,True,"['957787 SCHWEPPES AUST P/L (LIQUOR)', '44059 ASAHI BEVERAGES PTY LTD']","['957787 SCHWEPPES AUST P/L (LIQUOR)', '44059 ASAHI BEVERAGES PTY LTD']"
311021P,Victoria Bitter,Can 375mL,Liquor,20.0,18.0,2.0,6 Pack,6 Pack,,$pecials,False,['9393 CUB P/L'],['9393 CUB P/L']
3808130P,Monster,Super Fuel Sports Drink Blue Ice,Drinks,2.65,2.5,0.1499999999999999,550mL,550mL,$pecials,$pecials,True,['931859 COCA COLA AMATIL AUST P/L (GHPL)'],['931859 COCA COLA AMATIL AUST P/L (GHPL)']
1621794P,Mountain Goat,Summer Ale Can 375mL,Liquor,24.5,20.0,4.5,6 Pack,6 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
134040P,Coles,Blackberries Prepacked,Back to School,3.5,3.0,0.5,125g,125g,,,True,"['97446 CARTER & SPENCER GROUP P/L', '939301 FRESH PRODUCE DC (WA)', '942633 CARTER & SPENCER NORTH QLD', '939312 FRESH PRODUCE DC (NSW)', '414760 ST GEORGE PROD PTY LTD', '933347 COSTAS (TASMANIA)', ""635235 COSTA'S P/L (VIC DC)""]","['97446 CARTER & SPENCER GROUP P/L', '939301 FRESH PRODUCE DC (WA)', '942633 CARTER & SPENCER NORTH QLD', '939312 FRESH PRODUCE DC (NSW)', '414760 ST GEORGE PROD PTY LTD', '933347 COSTAS (TASMANIA)', ""635235 COSTA'S P/L (VIC DC)""]"
326438P,Verity,Dried Fancy Large Prunes,Pantry,6.4,6.0,0.40000000000000036,750g,750g,,,True,['258571 COUNTRY FOODS P/L'],['258571 COUNTRY FOODS P/L']
3702365P,Ewe Beaut,Mid Strength Lager Bottle 330mL,Liquor,20.0,19.0,1.0,6 Pack,6 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
9246065P,Coles,Lamb Leg Roast Half,Meat & Seafood,20.88,22.62,1.740000000000002,approx. 1.74kg,approx. 1.74kg,$pecials,,False,"['618284 FARMLAND MEAT', '732222 AUSTRALIAN LAMB CO P/L', '934576 AUSTRALIAN LAMB (COLAC) PTY LTD', '969101 COLES MT PROD - C9255MT - GMP', '367354 JBS AUST P/L', '636070 GUNDAGAI MEAT PROCESSORS', '927008 SWIFT AUSTRALIA (SOUTHERN) P/L', '966451 COLES MT PROD - C9607MT - T & T', '386197 CASTRICUM BROTHERS P/L', '965314 JBS AUST P/L (LAMB SERV KILL)', '981010 AUSTRALIAN PRIME LAMB (CB)', '941909 9344MT BROOKLYN', '656186 COLES SUPERMARKETS (EXP)', '921481 COLES MT PROD - C9359MT - JBS BF']","['618284 FARMLAND MEAT', '732222 AUSTRALIAN LAMB CO P/L', '934576 AUSTRALIAN LAMB (COLAC) PTY LTD', '969101 COLES MT PROD - C9255MT - GMP', '367354 JBS AUST P/L', '636070 GUNDAGAI MEAT PROCESSORS', '927008 SWIFT AUSTRALIA (SOUTHERN) P/L', '966451 COLES MT PROD - C9607MT - T & T', '386197 CASTRICUM BROTHERS P/L', '965314 JBS AUST P/L (LAMB SERV KILL)', '981010 AUSTRALIAN PRIME LAMB (CB)', '941909 9344MT BROOKLYN', '656186 COLES SUPERMARKETS (EXP)', '921481 COLES MT PROD - C9359MT - JBS BF']"
36009P,Heineken,Bottle 330mL,Liquor,21.5,20.5,1.0,6 Pack,6 Pack,,,True,"['729248 AUSTRALIAN LIQUOR MARKETERS P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '169871 CASTLEMAINE PERKINS LTD', '254762 THE SOUTH AUST BREWING CO P/L', '47082 TOOHEYS P/L', '42196 THE SWAN BREWERY CO P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD']","['729248 AUSTRALIAN LIQUOR MARKETERS P/L', '710911 LION NATHAN VICTORIA P/L (BEER)', '169871 CASTLEMAINE PERKINS LTD', '254762 THE SOUTH AUST BREWING CO P/L', '47082 TOOHEYS P/L', '42196 THE SWAN BREWERY CO P/L', '975969 LION-BEER SPIRITS & WINE PTY LTD']"
3026179P,Mr Finch,Pear Cider Can 375mL,Liquor,18.0,16.0,2.0,10 Pack,10 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
2383341P,V,Original Green Energy Drink 275mL Cans,Drinks,9.5,9.35,0.15000000000000036,4 pack,4 pack,,,True,['935273 FRUCOR BEVERAGES (AUST) P/L'],['935273 FRUCOR BEVERAGES (AUST) P/L']
3038994P,Bundaberg,Tropical Mango Flavour Sparkling Drink Multipack Bottles  375mL,Summer Entertaining,6.1,5.7,0.39999999999999947,4 pack,4 pack,,,True,['427551 BUNDABERG BREWED DRINKS'],['427551 BUNDABERG BREWED DRINKS']
7365777P,Coca-Cola,Soft Drink Coke 375mL,Summer Entertaining,30.8,28.2,2.6000000000000014,24 pack,24 pack,,,True,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']","['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']"
5536981P,Coles,Honeydew Half Melon,Fruit & Vegetables,1.2,1.5,0.30000000000000004,1 each,1 each,,,True,"['942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)', '414760 ST GEORGE PROD PTY LTD', '939312 FRESH PRODUCE DC (NSW)', ""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & SPENCER GROUP P/L', '933347 COSTAS (TASMANIA)']","['942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)', '414760 ST GEORGE PROD PTY LTD', '939312 FRESH PRODUCE DC (NSW)', ""635235 COSTA'S P/L (VIC DC)"", '97446 CARTER & SPENCER GROUP P/L', '933347 COSTAS (TASMANIA)']"
1068316P,Fiji,Natural Artesian Water,Drinks,2.7,2.6,0.10000000000000009,1L,1L,,,True,"['8508 CONGA FOODS', '970252 FIJI Water (Australia) Pty Ltd']","['8508 CONGA FOODS', '970252 FIJI Water (Australia) Pty Ltd']"
3465667P,Mckenzie's,Whole Green Lentils,Pantry,4.65,4.4,0.25,1kg,1kg,,,True,['50032 WARD MCKENZIE P/L'],['50032 WARD MCKENZIE P/L']
536141P,Midori,Splice Bottle 275mL,Liquor,21.0,20.0,1.0,4 Pack,4 Pack,,,True,"['963979 MAX LIQUOR SUPPLIES', '195626 FOCUS WINE & SPIRIT BRANDS', '800136 SUNTORY (AUST) P/L']","['963979 MAX LIQUOR SUPPLIES', '195626 FOCUS WINE & SPIRIT BRANDS', '800136 SUNTORY (AUST) P/L']"
6344465P,Lipton,Lemon Light Ice Tea Drink,Summer Entertaining,3.95,3.8,0.15000000000000036,1.5L,1.5L,,,True,"['44059 ASAHI BEVERAGES PTY LTD', '421901 UNILEVER A/ASIA FOODS']","['44059 ASAHI BEVERAGES PTY LTD', '421901 UNILEVER A/ASIA FOODS']"
2580466P,Jack Daniels,& No Sugar Cola Can 375mL,Liquor,23.5,25.0,1.5,4 Pack,4 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3530168P,Schweppes,Signature Series Tonic Bottle 300mL,Drinks,6.5,6.0,0.5,4 pack,4 pack,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
6835252P,Pure Blonde,Can 375mL,Liquor,20.0,19.0,1.0,6 Pack,6 Pack,,,True,['9393 CUB P/L'],['9393 CUB P/L']
147494P,Schweppes,Solo Lemon Drink,Summer Entertaining,2.3,2.2,0.09999999999999964,1.25L,1.25L,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
3479333P,4 Pines Brewing,Pacific Ale Bottle 330mL,Liquor,61.0,56.0,5.0,24 Pack,24 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
5037234P,Bundaberg,Ginger Beer Bottle,Drinks,3.0,2.95,0.04999999999999982,750mL,750mL,,,True,['427551 BUNDABERG BREWED DRINKS'],['427551 BUNDABERG BREWED DRINKS']
572682P,Tiger,Lager Bottle 330mL,Liquor,20.0,19.0,1.0,6 Pack,6 Pack,,,True,"['47082 TOOHEYS P/L', '254762 THE SOUTH AUST BREWING CO P/L', '729248 AUSTRALIAN LIQUOR MARKETERS P/L', '963979 MAX LIQUOR SUPPLIES', '169871 CASTLEMAINE PERKINS LTD', '961350 DRINKWORKS', '42196 THE SWAN BREWERY CO P/L', '710911 LION NATHAN VICTORIA P/L (BEER)']","['47082 TOOHEYS P/L', '254762 THE SOUTH AUST BREWING CO P/L', '729248 AUSTRALIAN LIQUOR MARKETERS P/L', '963979 MAX LIQUOR SUPPLIES', '169871 CASTLEMAINE PERKINS LTD', '961350 DRINKWORKS', '42196 THE SWAN BREWERY CO P/L', '710911 LION NATHAN VICTORIA P/L (BEER)']"
3058969P,Ambi Pur,Premium Clip Aqua Car Air Freshener Refill,Household,6.67,7.5,0.8300000000000001,7.5mL,7.5mL,$pecials,$pecials,True,['422720 PROCTER & GAMBLE AUST P/L'],['422720 PROCTER & GAMBLE AUST P/L']
4552326P,Coles,White Peaches,Fruit & Vegetables,0.585,0.435,0.14999999999999997,approx. 150g each,approx. 150g each,,,True,"['97446 CARTER & SPENCER GROUP P/L', '933347 COSTAS (TASMANIA)', '939312 FRESH PRODUCE DC (NSW)', '942633 CARTER & SPENCER NORTH QLD', ""635235 COSTA'S P/L (VIC DC)"", '414760 ST GEORGE PROD PTY LTD', '939301 FRESH PRODUCE DC (WA)']","['97446 CARTER & SPENCER GROUP P/L', '933347 COSTAS (TASMANIA)', '939312 FRESH PRODUCE DC (NSW)', '942633 CARTER & SPENCER NORTH QLD', ""635235 COSTA'S P/L (VIC DC)"", '414760 ST GEORGE PROD PTY LTD', '939301 FRESH PRODUCE DC (WA)']"
3511469P,Monster,Pipeline Punch Energy Juice Can,Drinks,3.55,3.5,0.04999999999999982,500mL,500mL,,,True,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']","['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']"
3223919P,Corona,Ligera Bottle 355mL,Liquor,19.0,18.0,1.0,6 Pack,6 Pack,,,True,['9393 CUB P/L'],['9393 CUB P/L']
7351885P,Schweppes,Bitter Lemon Flavour Mixer Bottles 300mL,Summer Entertaining,5.7,5.25,0.4500000000000002,4 pack,4 pack,,,True,"['44059 ASAHI BEVERAGES PTY LTD', '957787 SCHWEPPES AUST P/L (LIQUOR)']","['44059 ASAHI BEVERAGES PTY LTD', '957787 SCHWEPPES AUST P/L (LIQUOR)']"
3047780P,Waterford's,Tahitian Lime Lite & Fruity Sparkling Mineral Water,Summer Entertaining,1.95,1.8,0.1499999999999999,1L,1L,,,True,['965175 TRU BLU BEVERAGES P/L'],['965175 TRU BLU BEVERAGES P/L']
1059745P,Vodka,Cruiser Zesty Lemon Lime 275mL,Summer Entertaining,19.0,18.0,1.0,4 Pack,4 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
2778066P,Coles,Lightly Sparkling Spring Water,Drinks,1.35,1.2,0.15000000000000013,1.25L,1.25L,,,True,"['44059 ASAHI BEVERAGES PTY LTD', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']","['44059 ASAHI BEVERAGES PTY LTD', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']"
7351987P,Schweppes,Mixers Natural Mineral Water 300mL Bottles,Drinks,5.7,5.25,0.4500000000000002,4 pack,4 pack,,,True,"['44059 ASAHI BEVERAGES PTY LTD', '957787 SCHWEPPES AUST P/L (LIQUOR)']","['44059 ASAHI BEVERAGES PTY LTD', '957787 SCHWEPPES AUST P/L (LIQUOR)']"
5801674P,Red Bull,Energy Drink Can,Drinks,3.7,3.65,0.050000000000000266,355mL,355mL,,,True,"['44059 ASAHI BEVERAGES PTY LTD', '935067 RED BULL AUST P/L']","['44059 ASAHI BEVERAGES PTY LTD', '935067 RED BULL AUST P/L']"
3341325P,Gordons,Gordon's Pink Gin RTD Bottle 330mL,Summer Entertaining,20.0,19.0,1.0,4 Pack,4 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3223646P,Jameson,Raw and Cola Can 375mL,Liquor,27.0,26.0,1.0,4 Pack,4 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
2577279P,Coles,Lightly Sparkling Spring Water 500mL,Drinks,6.5,6.2,0.2999999999999998,12 pack,12 pack,,,True,"['967771 NU-PURE BEVERAGES', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']","['967771 NU-PURE BEVERAGES', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']"
3342044P,Sanpellegrino,Sparkling Mineral Water Bottle,Drinks,2.65,2.5,0.1499999999999999,750mL,750mL,$pecials,$pecials,True,['957316 SANPELLEGRINO SPA'],['957316 SANPELLEGRINO SPA']
3587223P,Naughty Booch,Watermelon Cucumber & Lime Can 330mL,Liquor,15.0,14.0,1.0,4 Pack,4 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
2352439P,Kan Tong Thai,Red Curry Paste,International Foods,3.99,4.0,0.009999999999999787,250g,250g,,,True,['30791 MARS AUST GROCERY ACCOUNT'],['30791 MARS AUST GROCERY ACCOUNT']
5738160P,Daily Juice,Pulp Free Orange Juice Chilled,Drinks,4.8,5.0,0.20000000000000018,2L,2L,,$pecials,False,"['4111 LD & D AUST P/L', '694789 BERRI LTD']","['4111 LD & D AUST P/L', '694789 BERRI LTD']"
2123602P,Coles,Natural Almonds,Fruit & Vegetables,19.0,16.0,3.0,800g,800g,,,True,"['933347 COSTAS (TASMANIA)', '939848 SCALZO FOOD IND', '939312 FRESH PRODUCE DC (NSW)', '97446 CARTER & SPENCER GROUP P/L', '942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', ""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)']","['933347 COSTAS (TASMANIA)', '939848 SCALZO FOOD IND', '939312 FRESH PRODUCE DC (NSW)', '97446 CARTER & SPENCER GROUP P/L', '942633 CARTER & SPENCER NORTH QLD', '414760 ST GEORGE PROD PTY LTD', ""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)']"
6963503P,V,Green Energy Drink Can,Drinks,3.15,3.0,0.1499999999999999,500mL,500mL,,,True,['935273 FRUCOR BEVERAGES (AUST) P/L'],['935273 FRUCOR BEVERAGES (AUST) P/L']
1849318P,Coca-Cola,Diet Coke Multipack Cans 375mL,Summer Entertaining,8.0,6.5,1.5,10 pack,10 pack,$pecials,$pecials,True,"['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']","['931859 COCA COLA AMATIL AUST P/L (GHPL)', '931858 COCA COLA AMATIL AUST P/L (DIREC']"
3663037P,Pirate Life,Throwback IPA 3.5% Can 355mL,Liquor,50.0,46.0,4.0,16 Pack,16 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3308080P,G Active,Mango Water Electrolyte,Drinks,1.75,1.7,0.050000000000000044,600mL,600mL,$pecials,$pecials,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
3530157P,Schweppes,Signature Series Soda Water 300mL,Drinks,6.5,6.0,0.5,4 pack,4 pack,,,True,['44059 ASAHI BEVERAGES PTY LTD'],['44059 ASAHI BEVERAGES PTY LTD']
3805652P,Arizona,Peach Iced Tea,Drinks,3.4,3.25,0.1499999999999999,1.5L,1.5L,,,True,['969031 LEVEL BEVERAGES P/L'],['969031 LEVEL BEVERAGES P/L']
2784262P,Powerade,Mountain Blast Sports Drink,Drinks,2.4,2.25,0.1499999999999999,1L,1L,$pecials,$pecials,True,['931859 COCA COLA AMATIL AUST P/L (GHPL)'],['931859 COCA COLA AMATIL AUST P/L (GHPL)']
68321P,Perfect Italiano,Ricotta,Summer Entertaining,5.3,6.25,0.9500000000000002,500g,500g,,,True,['322385 FONTERRA BRANDS (AUST) P/L'],['322385 FONTERRA BRANDS (AUST) P/L']
3872412P,Mercury,Crushed Passionfruit Cidar Cans 375mL,Liquor,20.0,19.0,1.0,6 pack,6 pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
2531507P,Coles,Tropical Fruit Drink,Drinks,1.1,1.0,0.10000000000000009,1L,1L,,,True,['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN'],['965174 TRU BLU BEVERAGES P/L (HOUSEBRAN']
5543105P,Yakult,Fermented Light Probiotic Milk 5 Pack,"Dairy, Eggs & Meals",4.8,4.0,0.7999999999999998,65mL,65mL,,,True,['720632 YAKULT AUST P/L'],['720632 YAKULT AUST P/L']
2587137P,Jameson,Smooth Dry & Lime Can 375mL,Liquor,26.5,25.5,1.0,4 Pack,4 Pack,,,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
